event_id,run_utc,pair,event_type,adjustment_type,orig_net_pct,adj_net_pct,fill_prob_applied,slippage_pct_applied,n_depth_snapshots,confidence,is_retroactive_seed
MINAUSDT-FORCED_CLOSE_BID-1786766400000,2026-08-25T20:05:02Z,MINAUSDT,FORCED_CLOSE_BID,slippage,0.78726,0.78726,,0.0,2,thin (2 snapshots),True
MINAUSDT-FORCED_CLOSE_ASK-1786780800000,2026-08-25T20:05:02Z,MINAUSDT,FORCED_CLOSE_ASK,slippage,-0.34017,-0.34017,,0.0,2,thin (2 snapshots),True
MINAUSDT-FORCED_CLOSE_ASK-1786791600000,2026-08-25T20:05:02Z,MINAUSDT,FORCED_CLOSE_ASK,slippage,-0.03269,-0.03269,,0.0,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1786798800000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1786809600000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1786834800000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-FORCED_CLOSE_ASK-1786874400000,2026-08-25T20:05:02Z,MINAUSDT,FORCED_CLOSE_ASK,slippage,0.22005,0.22005,,0.0,2,thin (2 snapshots),True
MINAUSDT-FORCED_CLOSE_BID-1786921200000,2026-08-25T20:05:02Z,MINAUSDT,FORCED_CLOSE_BID,slippage,-1.57426,-1.57426,,0.0,2,thin (2 snapshots),True
MINAUSDT-FORCED_CLOSE_ASK-1786935600000,2026-08-25T20:05:02Z,MINAUSDT,FORCED_CLOSE_ASK,slippage,-1.01162,-1.01162,,0.0,2,thin (2 snapshots),True
MINAUSDT-FORCED_CLOSE_ASK-1786971600000,2026-08-25T20:05:02Z,MINAUSDT,FORCED_CLOSE_ASK,slippage,-0.05541,-0.05541,,0.0,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1786978800000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-FORCED_CLOSE_BID-1786993200000,2026-08-25T20:05:02Z,MINAUSDT,FORCED_CLOSE_BID,slippage,-0.5061,-0.5061,,0.0,2,thin (2 snapshots),True
MINAUSDT-FORCED_CLOSE_BID-1787025600000,2026-08-25T20:05:02Z,MINAUSDT,FORCED_CLOSE_BID,slippage,-1.04601,-1.04601,,0.0,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787047200000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787058000000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787068800000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787079600000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787104800000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787115600000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-FORCED_CLOSE_BID-1787130000000,2026-08-25T20:05:02Z,MINAUSDT,FORCED_CLOSE_BID,slippage,-0.48885,-0.48885,,0.0,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787144400000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-FORCED_CLOSE_ASK-1787158800000,2026-08-25T20:05:02Z,MINAUSDT,FORCED_CLOSE_ASK,slippage,-4.25885,-4.25885,,0.0,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787166000000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787176800000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787187600000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-FORCED_CLOSE_BID-1787202000000,2026-08-25T20:05:02Z,MINAUSDT,FORCED_CLOSE_BID,slippage,2.42361,2.42361,,0.0,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787205600000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787212800000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787216400000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787223600000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-FORCED_CLOSE_BID-1787238000000,2026-08-25T20:05:02Z,MINAUSDT,FORCED_CLOSE_BID,slippage,1.01739,1.01739,,0.0,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787245200000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787252400000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787259600000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787266800000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787270400000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787281200000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-FORCED_CLOSE_ASK-1787299200000,2026-08-25T20:05:02Z,MINAUSDT,FORCED_CLOSE_ASK,slippage,-6.81714,-6.81714,,0.0,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787302800000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787310000000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787317200000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-FORCED_CLOSE_ASK-1787331600000,2026-08-25T20:05:02Z,MINAUSDT,FORCED_CLOSE_ASK,slippage,-2.70944,-2.70944,,0.0,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787338800000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787346000000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787353200000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787360400000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787364000000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787374800000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787378400000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787382000000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787385600000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787392800000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787396400000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787400000000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787407200000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787414400000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787418000000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787421600000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787428800000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787436000000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787446800000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787457600000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787461200000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-FORCED_CLOSE_ASK-1787475600000,2026-08-25T20:05:02Z,MINAUSDT,FORCED_CLOSE_ASK,slippage,-1.65934,-1.65934,,0.0,2,thin (2 snapshots),True
MINAUSDT-FORCED_CLOSE_ASK-1787486400000,2026-08-25T20:05:02Z,MINAUSDT,FORCED_CLOSE_ASK,slippage,-2.45027,-2.45027,,0.0,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787493600000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787500800000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-FORCED_CLOSE_ASK-1787515200000,2026-08-25T20:05:02Z,MINAUSDT,FORCED_CLOSE_ASK,slippage,-3.05178,-3.05178,,0.0,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787515200000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787522400000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787529600000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787536800000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787544000000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787554800000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787558400000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787562000000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787569200000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787572800000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787576400000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787587200000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787594400000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787601600000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787612400000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787619600000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787626800000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787634000000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787641200000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787652000000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787659200000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787662800000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787666400000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787670000000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
MINAUSDT-COMPLETE_RT-1787680800000,2026-08-25T20:05:02Z,MINAUSDT,COMPLETE_RT,fill_probability,1.0,0.5986,0.5986,,2,thin (2 snapshots),True
SFPUSDT-COMPLETE_RT-1786809600000,2026-08-25T20:05:02Z,SFPUSDT,COMPLETE_RT,fill_probability,1.0,0.6795,0.6795,,2,thin (2 snapshots),True
SFPUSDT-COMPLETE_RT-1786824000000,2026-08-25T20:05:02Z,SFPUSDT,COMPLETE_RT,fill_probability,1.0,0.6795,0.6795,,2,thin (2 snapshots),True
SFPUSDT-COMPLETE_RT-1786831200000,2026-08-25T20:05:02Z,SFPUSDT,COMPLETE_RT,fill_probability,1.0,0.6795,0.6795,,2,thin (2 snapshots),True
SFPUSDT-FORCED_CLOSE_BID-1786845600000,2026-08-25T20:05:02Z,SFPUSDT,FORCED_CLOSE_BID,slippage,-1.07089,-1.07989,,0.00909,2,thin (2 snapshots),True
SFPUSDT-FORCED_CLOSE_BID-1786863600000,2026-08-25T20:05:02Z,SFPUSDT,FORCED_CLOSE_BID,slippage,0.53838,0.52924,,0.00909,2,thin (2 snapshots),True
SFPUSDT-FORCED_CLOSE_ASK-1786874400000,2026-08-25T20:05:02Z,SFPUSDT,FORCED_CLOSE_ASK,slippage,-0.49119,-0.49119,,0.0,2,thin (2 snapshots),True
SFPUSDT-COMPLETE_RT-1786881600000,2026-08-25T20:05:02Z,SFPUSDT,COMPLETE_RT,fill_probability,1.0,0.6795,0.6795,,2,thin (2 snapshots),True
SFPUSDT-COMPLETE_RT-1786888800000,2026-08-25T20:05:02Z,SFPUSDT,COMPLETE_RT,fill_probability,1.0,0.6795,0.6795,,2,thin (2 snapshots),True
SFPUSDT-COMPLETE_RT-1786892400000,2026-08-25T20:05:02Z,SFPUSDT,COMPLETE_RT,fill_probability,1.0,0.6795,0.6795,,2,thin (2 snapshots),True
SFPUSDT-COMPLETE_RT-1786903200000,2026-08-25T20:05:02Z,SFPUSDT,COMPLETE_RT,fill_probability,1.0,0.6795,0.6795,,2,thin (2 snapshots),True
SFPUSDT-COMPLETE_RT-1786910400000,2026-08-25T20:05:02Z,SFPUSDT,COMPLETE_RT,fill_probability,1.0,0.6795,0.6795,,2,thin (2 snapshots),True
SFPUSDT-FORCED_CLOSE_BID-1786924800000,2026-08-25T20:05:02Z,SFPUSDT,FORCED_CLOSE_BID,slippage,1.27347,1.26426,,0.00909,2,thin (2 snapshots),True
SFPUSDT-COMPLETE_RT-1786932000000,2026-08-25T20:05:02Z,SFPUSDT,COMPLETE_RT,fill_probability,1.0,0.6795,0.6795,,2,thin (2 snapshots),True
SFPUSDT-FORCED_CLOSE_ASK-1786946400000,2026-08-25T20:05:02Z,SFPUSDT,FORCED_CLOSE_ASK,slippage,0.78653,0.78653,,0.0,2,thin (2 snapshots),True
SFPUSDT-FORCED_CLOSE_BID-1786960800000,2026-08-25T20:05:02Z,SFPUSDT,FORCED_CLOSE_BID,slippage,0.02301,0.01392,,0.00909,2,thin (2 snapshots),True
SFPUSDT-FORCED_CLOSE_ASK-1786971600000,2026-08-25T20:05:02Z,SFPUSDT,FORCED_CLOSE_ASK,slippage,-4.59222,-4.59222,,0.0,2,thin (2 snapshots),True
SFPUSDT-COMPLETE_RT-1786975200000,2026-08-25T20:05:02Z,SFPUSDT,COMPLETE_RT,fill_probability,1.0,0.6795,0.6795,,2,thin (2 snapshots),True
SFPUSDT-FORCED_CLOSE_BID-1786989600000,2026-08-25T20:05:02Z,SFPUSDT,FORCED_CLOSE_BID,slippage,-2.43934,-2.44821,,0.00909,2,thin (2 snapshots),True
SFPUSDT-COMPLETE_RT-1786993200000,2026-08-25T20:05:02Z,SFPUSDT,COMPLETE_RT,fill_probability,1.0,0.6795,0.6795,,2,thin (2 snapshots),True
SFPUSDT-FORCED_CLOSE_ASK-1787018400000,2026-08-25T20:05:02Z,SFPUSDT,FORCED_CLOSE_ASK,slippage,-1.34072,-1.34072,,0.0,2,thin (2 snapshots),True
SFPUSDT-FORCED_CLOSE_ASK-1787029200000,2026-08-25T20:05:02Z,SFPUSDT,FORCED_CLOSE_ASK,slippage,-2.35951,-2.35951,,0.0,2,thin (2 snapshots),True
SFPUSDT-COMPLETE_RT-1787032800000,2026-08-25T20:05:02Z,SFPUSDT,COMPLETE_RT,fill_probability,1.0,0.6795,0.6795,,2,thin (2 snapshots),True
SFPUSDT-FORCED_CLOSE_BID-1787047200000,2026-08-25T20:05:02Z,SFPUSDT,FORCED_CLOSE_BID,slippage,0.78216,0.773,,0.00909,2,thin (2 snapshots),True
SFPUSDT-COMPLETE_RT-1787050800000,2026-08-25T20:05:02Z,SFPUSDT,COMPLETE_RT,fill_probability,1.0,0.6795,0.6795,,2,thin (2 snapshots),True
SFPUSDT-FORCED_CLOSE_BID-1787068800000,2026-08-25T20:05:02Z,SFPUSDT,FORCED_CLOSE_BID,slippage,-0.95427,-0.96328,,0.00909,2,thin (2 snapshots),True
SFPUSDT-FORCED_CLOSE_ASK-1787094000000,2026-08-25T20:05:02Z,SFPUSDT,FORCED_CLOSE_ASK,slippage,-0.25642,-0.25642,,0.0,2,thin (2 snapshots),True
SFPUSDT-FORCED_CLOSE_BID-1787104800000,2026-08-25T20:05:02Z,SFPUSDT,FORCED_CLOSE_BID,slippage,0.12246,0.11335,,0.00909,2,thin (2 snapshots),True
SFPUSDT-FORCED_CLOSE_ASK-1787122800000,2026-08-25T20:05:02Z,SFPUSDT,FORCED_CLOSE_ASK,slippage,-0.08481,-0.08481,,0.0,2,thin (2 snapshots),True
SFPUSDT-COMPLETE_RT-1787126400000,2026-08-25T20:05:02Z,SFPUSDT,COMPLETE_RT,fill_probability,1.0,0.6795,0.6795,,2,thin (2 snapshots),True
SFPUSDT-COMPLETE_RT-1787144400000,2026-08-25T20:05:02Z,SFPUSDT,COMPLETE_RT,fill_probability,1.0,0.6795,0.6795,,2,thin (2 snapshots),True
SFPUSDT-FORCED_CLOSE_ASK-1787158800000,2026-08-25T20:05:02Z,SFPUSDT,FORCED_CLOSE_ASK,slippage,-2.10799,-2.10799,,0.0,2,thin (2 snapshots),True
SFPUSDT-COMPLETE_RT-1787162400000,2026-08-25T20:05:02Z,SFPUSDT,COMPLETE_RT,fill_probability,1.0,0.6795,0.6795,,2,thin (2 snapshots),True
SFPUSDT-FORCED_CLOSE_ASK-1787176800000,2026-08-25T20:05:02Z,SFPUSDT,FORCED_CLOSE_ASK,slippage,-2.35038,-2.35038,,0.0,2,thin (2 snapshots),True
SFPUSDT-COMPLETE_RT-1787184000000,2026-08-25T20:05:02Z,SFPUSDT,COMPLETE_RT,fill_probability,1.0,0.6795,0.6795,,2,thin (2 snapshots),True
SFPUSDT-FORCED_CLOSE_ASK-1787198400000,2026-08-25T20:05:02Z,SFPUSDT,FORCED_CLOSE_ASK,slippage,-0.28497,-0.28497,,0.0,2,thin (2 snapshots),True
SFPUSDT-FORCED_CLOSE_ASK-1787212800000,2026-08-25T20:05:02Z,SFPUSDT,FORCED_CLOSE_ASK,slippage,-3.99183,-3.99183,,0.0,2,thin (2 snapshots),True
SFPUSDT-COMPLETE_RT-1787212800000,2026-08-25T20:05:02Z,SFPUSDT,COMPLETE_RT,fill_probability,1.0,0.6795,0.6795,,2,thin (2 snapshots),True
SFPUSDT-COMPLETE_RT-1787220000000,2026-08-25T20:05:02Z,SFPUSDT,COMPLETE_RT,fill_probability,1.0,0.6795,0.6795,,2,thin (2 snapshots),True
SFPUSDT-COMPLETE_RT-1787227200000,2026-08-25T20:05:02Z,SFPUSDT,COMPLETE_RT,fill_probability,1.0,0.6795,0.6795,,2,thin (2 snapshots),True
SFPUSDT-COMPLETE_RT-1787230800000,2026-08-25T20:05:02Z,SFPUSDT,COMPLETE_RT,fill_probability,1.0,0.6795,0.6795,,2,thin (2 snapshots),True
SFPUSDT-COMPLETE_RT-1787238000000,2026-08-25T20:05:02Z,SFPUSDT,COMPLETE_RT,fill_probability,1.0,0.6795,0.6795,,2,thin (2 snapshots),True
SFPUSDT-FORCED_CLOSE_BID-1787256000000,2026-08-25T20:05:02Z,SFPUSDT,FORCED_CLOSE_BID,slippage,-0.53388,-0.54292,,0.00909,2,thin (2 snapshots),True
SFPUSDT-FORCED_CLOSE_ASK-1787266800000,2026-08-25T20:05:02Z,SFPUSDT,FORCED_CLOSE_ASK,slippage,-1.42643,-1.42643,,0.0,2,thin (2 snapshots),True
SFPUSDT-COMPLETE_RT-1787274000000,2026-08-25T20:05:02Z,SFPUSDT,COMPLETE_RT,fill_probability,1.0,0.6795,0.6795,,2,thin (2 snapshots),True
SFPUSDT-FORCED_CLOSE_BID-1787288400000,2026-08-25T20:05:02Z,SFPUSDT,FORCED_CLOSE_BID,slippage,-0.5899,-0.59893,,0.00909,2,thin (2 snapshots),True
SFPUSDT-COMPLETE_RT-1787292000000,2026-08-25T20:05:02Z,SFPUSDT,COMPLETE_RT,fill_probability,1.0,0.6795,0.6795,,2,thin (2 snapshots),True
SFPUSDT-COMPLETE_RT-1787302800000,2026-08-25T20:05:02Z,SFPUSDT,COMPLETE_RT,fill_probability,1.0,0.6795,0.6795,,2,thin (2 snapshots),True
SFPUSDT-COMPLETE_RT-1787313600000,2026-08-25T20:05:02Z,SFPUSDT,COMPLETE_RT,fill_probability,1.0,0.6795,0.6795,,2,thin (2 snapshots),True
SFPUSDT-FORCED_CLOSE_BID-1787328000000,2026-08-25T20:05:02Z,SFPUSDT,FORCED_CLOSE_BID,slippage,0.27457,0.26545,,0.00909,2,thin (2 snapshots),True
SFPUSDT-FORCED_CLOSE_BID-1787338800000,2026-08-25T20:05:02Z,SFPUSDT,FORCED_CLOSE_BID,slippage,-1.6131,-1.62204,,0.00909,2,thin (2 snapshots),True
SFPUSDT-COMPLETE_RT-1787346000000,2026-08-25T20:05:02Z,SFPUSDT,COMPLETE_RT,fill_probability,1.0,0.6795,0.6795,,2,thin (2 snapshots),True
SFPUSDT-COMPLETE_RT-1787353200000,2026-08-25T20:05:02Z,SFPUSDT,COMPLETE_RT,fill_probability,1.0,0.6795,0.6795,,2,thin (2 snapshots),True
SFPUSDT-COMPLETE_RT-1787356800000,2026-08-25T20:05:02Z,SFPUSDT,COMPLETE_RT,fill_probability,1.0,0.6795,0.6795,,2,thin (2 snapshots),True
SFPUSDT-COMPLETE_RT-1787364000000,2026-08-25T20:05:02Z,SFPUSDT,COMPLETE_RT,fill_probability,1.0,0.6795,0.6795,,2,thin (2 snapshots),True
